,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
1874,1874,3 BHK Flat in Sector 108 Gurgaon,flat,3 BHK,raheja vedaanta,0.85,4637.0,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,"203, Sector 108 Gurgaon, Gurgaon, Haryana",2nd   of 2 Floors,North-East,Relatively New,"Check out this 3 bhk apartment for sale in raheja vedaanta, a popular residential project that houses in-Demand flats in sector 108 gurgaon. The flat is over 1833 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the top floor of this 2 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s).
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,2.0,1833.0,1833.0,1350.0,1500.0,0,1,0,0,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,4,4,3,4,4
1875,1875,2 BHK Flat in Sector 102 Gurgaon,flat,2 BHK,shapoorji pallonji joyville gurugram,1.3,17691.0,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),2,2,3,"1002, Sector 102 Gurgaon, Gurgaon, Haryana",Ground of 26 Floors,East,Relatively New,"This beautiful 2 bhk flat in sector 102 gurgaon is situated in shapoorji pallonji joyville gurugram, one of the popular residential society in gurgaon. The flat is facing the north-West direction. The flat is over 1215 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the 10th floor of a 26 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The well built wood flooring enhances the aesthetic appeal of this flat. Shapoorji pallonji joyville gurugram is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, maintenance staff, visitor parking, park, lift(s) and water softening plant. The project provides a continuous supply of water to its flats.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,26.0,735.0,1215.0,734.8,1009.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,4,4,4,5,5
1876,1876,3 BHK Flat in Sector 82A Gurgaon,flat,3 BHK,dlf the primus,1.85,10283.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,"Sector 82A Gurgaon, Gurgaon, Haryana",2nd   of 32 Floors,South,Relatively New,"This 3 bhk flat is located in dlf the primus, which houses some of the most spacious flats in sector 82a gurgaon. Constructed on a super built up area of 1799 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The residential building has 32 floors in total and the flat for sale is located on the 4th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",2.0,32.0,1799.0,1799.0,1538.0,,0,0,0,0,0,0,15,1,1,6,0,0,1,3,0,1,0,0,5,0,0,4,0,1,44,,,,4,5,4.5,4.5,5
1877,1877,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,shapoorji pallonji joyville gurugram,2.0,17729.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3,3,3+,"303, Sector 102 Gurgaon, Gurgaon, Haryana",1st   of 26 Floors,South,Relatively New,"Check out this 3 bhk apartment for sale in shapoorji pallonji joyville gurugram, a popular residential project that houses in-Demand flats in sector 102 gurgaon. This is a north-East-Facing property. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1852 sq.Ft. The property is located on the 3rd floor of a 26 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. All the modern amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, maintenance staff, visitor parking, park, lift(s) and water softening plant will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1.0,26.0,1128.0,1852.0,1128.09,1456.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,,,,4,4,4,5,5
1878,1878,4 BHK Flat in Sector 62 Gurgaon,flat,4 BHK,pioneer araya,9.95,20995.0,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4,6,3,"Sector 62 Gurgaon, Gurgaon, Haryana",12nd   of 34 Floors,South-East,Relatively New,"Living at the 54 really is like living in a world curated entirely for you. And it all begins with your living space. Through a host of carefully selected physical amenities, weve created the perfect setting for you to turn your biggest ideas into greater successes, as well as experience a level of peace and tranquility few have known to exist.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",12.0,34.0,4739.0,4739.0,3219.0,,0,1,0,1,0,0,10,1,0,6,0,0,0,0,0,1,0,0,7,0,0,0,0,1,138,,,,5,5,4,4,4
1879,1879,4 BHK Flat in Sector 62 Gurgaon,flat,4 BHK,pioneer araya,9.2,19943.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,"501, Sector 62 Gurgaon, Gurgaon, Haryana",5th   of 34 Floors,South,Relatively New,"Living at the 54 really is like living in a world curated entirely for you. And it all begins with your living space. Through a host of carefully selected physical amenities, weve created the perfect setting for you to turn your biggest ideas into greater successes, as well as experience a level of peace and tranquility few have known to exist.
 Additional details :Piped gas facility is available in the property.
The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5.0,34.0,4613.0,4613.0,3203.0,,0,1,0,1,0,0,12,1,1,6,0,0,0,4,0,1,0,0,7,0,0,0,0,1,156,,,,5,5,4,4,4
1880,1880,3 BHK Flat in Sector-33 Sohna,flat,3 BHK,central park flower valley,1.79,11251.0,Super Built up area 1789(166.2 sq.m.),3,3,3,"B Tower, Sector-33 Sohna, Gurgaon, Haryana",3rd   of 13 Floors,South,Old Property,"Aqua facing unit luxury unit ! Parking all inclusive deal more details call team agarwal realtors our office adjacent this project in sohna
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3.0,13.0,1591.0,1789.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,71,,,,,,,,
1881,1881,3 BHK Flat in Sector 109 Gurgaon,flat,3 BHK,ats tourmaline,2.1,8123.0,Super Built up area 2585(240.15 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,"Sector 109 Gurgaon, Gurgaon, Haryana",11st   of 27 Floors,South-East,Relatively New,"Check out this 3 bhk flat for sale in ats tourmaline, a popular residential project that houses in-Demand apartments in sector-109 gurgaon, gurgaon. This residential apartment is north-East-Facing direction. The flat is over super built up area of 2585 sq.Ft. And comes with 4 bathrooms and 4 balconies. This flat is situated on the 11th floor of this 27 floor tall residential building. This 1-5 year(s) old property is available for immediate possession as the project is ready to move. The flat comes well built with marble flooring options. Ats tourmaline is designed very well to provide modern facilities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre, security personnel. This residential project ensures a 24*7 water supply for its residents.
 
 
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",11.0,27.0,2585.0,2585.0,,2100.0,0,1,0,0,0,0,7,1,1,7,0,0,0,3,0,1,0,0,6,0,0,3,0,1,165,,,,4.5,4.5,5,4.5,4.5
1882,1882,3 BHK Flat in Sector 106 Gurgaon,flat,3 BHK,paras dews,1.14,6000.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,"Sector 106 Gurgaon, Gurgaon, Haryana",8th   of 24 Floors,South,Relatively New,"Located in the popular residential address of sector 106 gurgaon, paras dews is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 1900 sq.Ft. The flat has a total of 24 floors and this property is situated on 8th floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",8.0,24.0,1900.0,1900.0,1173.0,1305.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,,
1883,1883,3 BHK Flat in Sector 99A Gurgaon,flat,3 BHK,pareena coban residences,1.13,5658.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,"Sector 99A Gurgaon, Gurgaon, Haryana",5th   of 20 Floors,East,Relatively New,"This lovely 3 bhk apartment/flat in sector 99a gurgaon is available for sale in one of gurgaon's most popular projects, pareena coban residences. The floor plan additionally contains 3 bedroom(s), 5 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1997 sq.Ft. The residential building has 20 floors in total and the flat for sale is located on the 3rd floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5.0,20.0,1997.0,1997.0,1500.0,1790.0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,3,3,3,,,,
1884,1884,3 BHK Flat in Sector 106 Gurgaon,flat,3 BHK,paras dews,1.05,8536.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,"Dwarka Expressway, Sector 106 Gurgaon, Gurgaon, Haryana",10th   of 24 Floors,North-East,Relatively New,"Experience a new style of living with paras dews, it offers an exclusive range of 3 bhk apartments in sector 106 gurgaon. Here is a steal deal for you.
This is a ready to move project. It has been designed keeping every small to large needs of residents in consideration. Plus, a comprehensive range of amenities including gymnasium, security cabin, lawn tennis court, party lawn, cctv camera security, etc. Make it one of the most desirable residential projects in gurgaon.",10.0,24.0,1230.0,1760.0,1230.0,1345.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,,,,,,,,
1885,1885,3 BHK Flat in Sector 113 Gurgaon,flat,3 BHK,la vida by tata housing,2.78,11346.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3,3,3,"Sector 113 Gurgaon , Gurgaon, Haryana",3rd   of 25 Floors,North,New Property,"La vida by tata housing is one of the most popular destination for buying apartments/ flats in sector 113 gurgaon . You too can be a part of this society by purchasing this 3 bhk flat here. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2690 sq.Ft. This flat is situated on the 2nd floor of this 25 floors tall residential building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3.0,25.0,2450.0,2690.0,2450.0,2599.0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,,,,
1886,1886,2 BHK Flat in Sector 113 Gurgaon,flat,2 BHK,la vida by tata housing,1.55,11654.0,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2,2,3,"Sector 113 Gurgaon , Gurgaon, Haryana",2nd   of 13 Floors,North-East,New Property,"Situated in sector 113 gurgaon , la vida by tata housing is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 1579 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 13 floors tall residential building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move.",2.0,13.0,1330.0,1330.0,1180.0,1276.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,,,,
1887,1887,2 BHK Flat in Sector 113 Gurgaon,flat,2 BHK,la vida by tata housing,1.35,13989.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2,2,3,"On The Bang Of Dwarka Expressway., Sector 113 Gurgaon , Gurgaon, Haryana",10th   of 13 Floors,North-East,New Property,"Amazing property with lavish clubhouse.2 bhk flat is available for sale in gurgaon sector-113 gurgaon . This north east facing property is a part of tata lavi da.
It has two bathrooms.The apartment with 3 balconies has park/garden and club view. It is an east facing flat. The width of the facing road is 75metre.
There is also an additional cost like rs as brokerage amount (Fixed).The apartment is situated in a gated society and has full power back-Up.
The freehold property offers 1 covered parking .",10.0,13.0,965.0,1276.0,965.0,1090.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,,,,
1888,1888,2 BHK Flat in Sector 113 Gurgaon,flat,2 BHK,la vida by tata housing,1.38,12000.0,Super Built up area 1573(146.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,"Sector 113 Gurgaon , Gurgaon, Haryana",8th   of 13 Floors,South-West,New Property,"Tata itself speaks for its quality and trust on a prominent location of dwarka expressway. Bhk flat is available for sale in gurgaon sector-113 gurgaon . This east facing property is a part of . The carpet area is 904 sq.Ft.
It has two bathrooms.The apartment with 3 balconies has park/garden and club view. It is an east facing flat. The width of the facing road is 65.00 sq.Yards.It has a study room.The apartment is situated in a gated society and has full power back-Up.
The freehold property offers 1 covered parking.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",8.0,13.0,1150.0,1573.0,1150.0,1350.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,,,,,,,,
1889,1889,3 BHK Flat in Sector 113 Gurgaon,flat,3 BHK,la vida by tata housing,2.35,10599.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,"Sector 113 Gurgaon , Gurgaon, Haryana",11st   of 25 Floors,North-East,New Property,"This 3 bhk flat is located in la vida by tata housing, which houses some of the most spacious flats in sector 113 gurgaon . The flat is facing the north-East direction. The flat occupies a super built up area of 2217 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 25 floors in total and the flat for sale is located on the 11th floor. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to hospital, close to school, close to airport and close to highway. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, lift(s), maintenance staff, visitor parking, park, water softening plant, shopping centre and security personnel. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.",11.0,25.0,2217.0,2217.0,1720.0,2210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,,,,,,,,
1890,1890,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,shapoorji pallonji joyville gurugram,1.8,10638.0,Super Built up area 1692(157.19 sq.m.),3,3,3,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",1st   of 26 Floors,East,Relatively New,"Located in the popular residential address of sector 102 gurgaon, shapoorji pallonji joyville gurugram is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1692 sq.Ft. The flat has a total of 26 floors and this property is situated on 12th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. All the modern amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, maintenance staff, visitor parking, park, lift(s), water softening plant and security personnel will make life easier for you. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1.0,26.0,1692.0,1692.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,,,,4,4,4,5,5
1891,1891,2 BHK Flat in Sector 102 Gurgaon,flat,2 BHK,shapoorji pallonji joyville gurugram,1.24,10205.0,Super Built up area 1215(112.88 sq.m.),2,2,2,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",10th   of 14 Floors,East,Relatively New,"This 2 bhk flat is located in shapoorji pallonji joyville gurugram, which houses some of the most spacious flats in sector 102 gurgaon. The flat is facing the east direction. Constructed on a super built up area of 1215 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 10th level of a 14 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, maintenance staff, visitor parking, lift(s), park, water softening plant and security personnel. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",10.0,14.0,1215.0,1215.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,,,,4,4,4,5,5
1892,1892,2 BHK Flat in Sector 102 Gurgaon,flat,2 BHK,shapoorji pallonji joyville gurugram,0.96,10491.0,Super Built up area 915(85.01 sq.m.),2,2,2,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",10th   of 14 Floors,East,Relatively New,"Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in shapoorji pallonji joyville gurugram that is situated in sector 102 gurgaon. This property faces the east direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 915 sq.Ft. This flat is situated on the 4th floor of this 14 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Shapoorji pallonji joyville gurugram is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, maintenance staff, visitor parking, park, lift(s) and water softening plant. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",10.0,14.0,915.0,915.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,,,,4,4,4,5,5
1893,1893,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,conscient heritage max,1.82,9371.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",15th   of 25 Floors,East,Moderately Old,"Situated in sector 102 gurgaon, conscient heritage max is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1942 sq.Ft. This flat lies on the 15th level of a 25 storey building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant will make life easier for you. Municipal corporation provides a regular supply of water to this residential project.",15.0,25.0,1942.0,1942.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,125,,,,4.5,5,5,5,5
1894,1894,4 BHK Flat in Sector 102 Gurgaon,flat,4 BHK,conscient heritage max,2.65,10375.0,Super Built up area 2554(237.27 sq.m.),4,5,3+,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",17th   of 25 Floors,North,Moderately Old,"Conscient heritage max is one of the most popular destination for buying apartments/ flats in sector 102 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is facing the north direction. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2554 sq.Ft. This flat is situated on the 17th floor of this 25 floors tall residential building. This 5-10 years old property is available for immediate possession as the project is ready to move. The beautifully designed marble flooring enhances the beauty of the flat. Conscient heritage max is designed very well to provide modern facilities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.",17.0,25.0,2554.0,2554.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,125,,,,4.5,5,5,5,5
1895,1895,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,conscient heritage max,2.2,10237.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",9th   of 25 Floors,South-East,Moderately Old,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in conscient heritage max that is situated in sector 102 gurgaon. This residential flat is east-Facing direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2149 sq.Ft. The residential building has 25 floors in total and the flat for sale is located on the 9th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The well built marble flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant will make life easier for you. Municipal corporation provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",9.0,25.0,2149.0,2149.0,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,125,,,,4.5,5,5,5,5
1896,1896,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,conscient heritage max,1.78,9218.0,Super Built up area 1931(179.4 sq.m.),3,4,3+,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",5th   of 25 Floors,East,Moderately Old,"This 3 bhk apartment is available for sale in conscient heritage max, one of the most prominent projects for flats in sector 102 gurgaon. This residential flat is east-Facing direction. The flat occupies a super built up area of 1931 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The residential building has 25 floors in total and the flat for sale is located on the 5th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant will make life easier for you. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5.0,25.0,1931.0,1931.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,125,,,,4.5,5,5,5,5
1897,1897,3 BHK Flat in Sector 109 Gurgaon,flat,3 BHK,sbtl caladium,1.68,6601.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",7th   of 20 Floors,East,Moderately Old,"This 3 bhk apartment is available for sale in sbtl caladium, one of the most prominent projects for flats in sector 109 gurgaon. This is a east-Facing property. The flat is over 2545 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 20 floors and this property is situated on 7th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant, will provide a pleasant living experience for you. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",7.0,20.0,2545.0,2545.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,5,4.5,4,3.5,,,,
